0.0000	-10.9485
12.3303	-8.5485
24.6607	-15.3485
36.9910	-45.3485
49.3213	-36.9485
61.6517	-33.7485
73.9820	-34.1485
86.3123	-34.1485
98.6427	-35.3485
110.9730	-39.3485
123.3033	-42.9485
135.6337	-36.5485
147.9640	-39.3485
160.2944	-45.7485
172.6247	-39.7485
184.9550	-36.1485
197.2854	-33.7485
209.6157	-32.5485
221.9460	-35.7485
234.2764	-45.3485
246.6067	-40.9485
258.9370	-37.7485
271.2674	-36.1485
283.5977	-33.7485
295.9280	-38.1485
308.2584	-37.7485
320.5887	-34.9485
332.9190	-32.1485
345.2494	-33.3485
357.5797	-37.7485
369.9100	-34.5485
382.2404	-28.5485
394.5707	-28.1485
406.9010	-27.3485
419.2314	-32.1485
431.5617	-32.5485
443.8921	-24.1485
456.2224	-22.1485
468.5527	-22.1485
480.8831	-26.1485
493.2134	-45.3485
505.5437	-34.1485
517.8741	-34.5485
530.2044	-35.3485
542.5347	-39.7485
554.8651	-38.1485
567.1954	-32.5485
579.5258	-30.9485
591.8561	-33.7485
604.1864	-43.3485
616.5167	-46.5485
628.8470	-40.1485
641.1774	-39.7485
653.5078	-41.3485
665.8381	-42.5485
678.1684	-44.1485
690.4987	-38.9485
702.8291	-35.3485
715.1594	-38.5485
727.4897	-42.5485
739.8201	-44.1485
752.1504	-43.3485
764.4808	-39.7485
776.8111	-40.1485
789.1414	-34.9485
801.4717	-36.5485
813.8021	-40.9485
826.1324	-48.5485
838.4628	-54.9485
850.7931	-48.5485
863.1234	-34.5485
875.4537	9.8515
887.7841	16.2515
900.1144	16.6515
912.4448	16.2515
924.7751	9.4515
937.1054	-35.3485
949.4358	-35.3485
961.7661	-38.9485
974.0964	-41.3485
986.4268	-41.3485
998.7571	-37.3485
1011.0875	-34.5485
1023.4178	-36.5485
1035.7482	-40.1485
1048.0785	-42.9485
1060.4089	-39.3485
1072.7392	-39.7485
1085.0695	-42.5485
1097.3998	-36.9485
1109.7302	-34.5485
1122.0605	-34.5485
1134.3908	-36.1485
1146.7211	-34.5485
1159.0516	-34.5485
1171.3819	-33.7485
1183.7122	-33.3485
1196.0425	-35.7485
1208.3729	-36.9485
1220.7032	-41.3485
1233.0335	-48.5485
1245.3638	-43.3485
1257.6942	-39.3485
1270.0245	-39.7485
1282.3549	-45.3485
1294.6852	-45.7485
1307.0156	-40.1485
1319.3459	-35.3485
1331.6762	-32.5485
1344.0065	-33.3485
1356.3369	-44.1485
1368.6672	-42.9485
1380.9975	-38.1485
1393.3278	-35.3485
1405.6583	-35.7485
1417.9886	-36.5485
1430.3189	-35.7485
1442.6492	-39.3485
1454.9796	-42.9485
1467.3099	-54.9485
1479.6402	-46.5485
1491.9705	-49.3485
1504.3009	-52.5485
1516.6312	-39.7485
1528.9616	-34.5485
1541.2919	-32.5485
1553.6223	-34.1485
1565.9526	-36.1485
1578.2829	-40.1485
1590.6132	-36.5485
1602.9436	-37.7485
1615.2739	-36.1485
1627.6042	-38.1485
1639.9346	-44.1485
1652.2650	-45.7485
1664.5953	-38.1485
1676.9256	-38.1485
1689.2559	-42.5485
1701.5863	-45.3485
1713.9166	-45.3485
1726.2469	-46.5485
1738.5772	-52.5485
1750.9076	-40.5485
1763.2380	-40.1485
1775.5683	-54.9485
1787.8986	-40.1485
1800.2290	-34.9485
1812.5593	-33.7485
1824.8896	-40.1485
1837.2199	-54.9485
1849.5503	-41.3485
1861.8806	-38.5485
1874.2109	-41.3485
1886.5413	-45.3485
1898.8717	-48.5485
